Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,PriorExperience
48,Current employee,Travel_Rarely,10,3,Medical,Male,5,Research Director,Married,13583,2,No,29,22,7
48,Current employee,Travel_Rarely,10,3,Life Sciences,Male,5,Research Director,Married,13583,4,No,29,22,7
48,Current employee,Travel_Rarely,10,3,Medical,Male,5,Research Director,Married,13583,2,No,29,22,7
48,Current employee,Travel_Rarely,10,3,Life Sciences,Male,5,Research Director,Married,13583,4,No,29,22,7
48,Current employee,Travel_Rarely,10,3,Medical,Male,5,Research Director,Married,13583,2,No,29,22,7
29,Termination,Travel_Frequently,24,2,Life Sciences,Male,1,Research Scientist,Single,14753,1,Yes,1,1,0
38,Current employee,Travel_Frequently,1,4,Other,Male,1,Research Scientist,Single,14753,1,Yes,1,1,0
38,Current employee,Travel_Frequently,1,4,Life Sciences,Male,1,Research Scientist,Single,14753,2,Yes,1,1,0
29,Termination,Travel_Frequently,24,2,Technical Degree,Male,1,Research Scientist,Single,14753,4,Yes,1,1,0
29,Termination,Travel_Frequently,24,2,Life Sciences,Male,1,Research Scientist,Single,14753,1,Yes,1,1,0
29,Termination,Travel_Frequently,24,2,Technical Degree,Male,1,Research Scientist,Single,14753,4,Yes,1,1,0
38,Current employee,Travel_Frequently,1,4,Other,Male,1,Research Scientist,Single,14753,1,Yes,1,1,0
38,Current employee,Travel_Frequently,1,4,Life Sciences,Male,1,Research Scientist,Single,14753,2,Yes,1,1,0
29,Termination,Travel_Frequently,24,2,Life Sciences,Male,1,Research Scientist,Single,14753,1,Yes,1,1,0
38,Current employee,Travel_Frequently,1,4,Other,Male,1,Research Scientist,Single,14753,1,Yes,1,1,0
38,Current employee,Travel_Frequently,1,4,Life Sciences,Male,1,Research Scientist,Single,14753,2,Yes,1,1,0
29,Termination,Travel_Frequently,24,2,Technical Degree,Male,1,Research Scientist,Single,14753,4,Yes,1,1,0
29,Termination,Travel_Frequently,24,2,Life Sciences,Male,1,Research Scientist,Single,14753,1,Yes,1,1,0
29,Termination,Travel_Frequently,24,2,Technical Degree,Male,1,Research Scientist,Single,14753,4,Yes,1,1,0
38,Current employee,Travel_Frequently,1,4,Other,Male,1,Research Scientist,Single,14753,1,Yes,1,1,0
38,Current employee,Travel_Frequently,1,4,Life Sciences,Male,1,Research Scientist,Single,14753,2,Yes,1,1,0
46,Voluntary Resignation,Travel_Rarely,10,3,Life Sciences,Female,3,Sales Executive,Married,14011,5,No,14,8,6
46,Voluntary Resignation,Travel_Rarely,10,3,Medical,Female,3,Sales Executive,Married,14011,6,No,14,8,6
46,Voluntary Resignation,Travel_Rarely,10,3,Life Sciences,Female,3,Sales Executive,Married,14011,5,No,14,8,6
46,Voluntary Resignation,Travel_Rarely,10,3,Medical,Female,3,Sales Executive,Married,14011,6,No,14,8,6
46,Voluntary Resignation,Travel_Rarely,10,3,Life Sciences,Female,3,Sales Executive,Married,14011,5,No,14,8,6
46,Voluntary Resignation,Travel_Rarely,10,3,Medical,Female,3,Sales Executive,Married,14011,6,No,14,8,6
46,Voluntary Resignation,Travel_Rarely,10,3,Life Sciences,Female,3,Sales Executive,Married,14011,5,No,14,8,6
46,Voluntary Resignation,Travel_Rarely,10,3,Medical,Female,3,Sales Executive,Married,14011,6,No,14,8,6
27,Current employee,Travel_Frequently,15,3,Life Sciences,Female,1,Research Scientist,Married,23844,0,No,8,7,1
25,Current employee,Travel_Rarely,2,1,Other,Female,1,Research Scientist,Married,23844,0,No,8,7,1
25,Current employee,Travel_Rarely,2,1,Life Sciences,Female,1,Research Scientist,Married,23844,2,No,8,7,1
27,Current employee,Travel_Frequently,15,3,Medical,Female,1,Research Scientist,Married,23844,3,No,8,7,1
25,Current employee,Travel_Rarely,2,1,Other,Female,1,Research Scientist,Married,19558,0,No,8,7,1
25,Current employee,Travel_Rarely,2,1,Life Sciences,Female,1,Research Scientist,Married,20898,2,No,8,7,1
27,Current employee,Travel_Frequently,15,3,Life Sciences,Female,1,Research Scientist,Married,23844,0,No,8,7,1
27,Current employee,Travel_Frequently,15,3,Medical,Female,1,Research Scientist,Married,23844,3,No,8,7,1
27,Current employee,Travel_Frequently,15,3,Life Sciences,Female,1,Research Scientist,Married,23844,0,No,8,7,1
25,Current employee,Travel_Rarely,2,1,Other,Female,1,Research Scientist,Married,23844,0,No,8,7,1
25,Current employee,Travel_Rarely,2,1,Life Sciences,Female,1,Research Scientist,Married,23844,2,No,8,7,1
27,Current employee,Travel_Frequently,15,3,Medical,Female,1,Research Scientist,Married,23844,3,No,8,7,1
25,Current employee,Travel_Rarely,2,1,Other,Female,1,Research Scientist,Married,19558,0,No,8,7,1
25,Current employee,Travel_Rarely,2,1,Life Sciences,Female,1,Research Scientist,Married,20898,2,No,8,7,1
27,Current employee,Travel_Frequently,15,3,Life Sciences,Female,1,Research Scientist,Married,23844,0,No,8,7,1
27,Current employee,Travel_Frequently,15,3,Medical,Female,1,Research Scientist,Married,23844,3,No,8,7,1
39,Current employee,Travel_Rarely,19,4,Other,Male,2,Research Scientist,Divorced,5141,8,No,7,2,5
25,Current employee,Travel_Rarely,8,2,Other,Male,2,Research Scientist,Divorced,5141,8,No,7,2,5
25,Current employee,Travel_Rarely,8,2,Medical,Male,2,Research Scientist,Divorced,5141,3,No,7,2,5
39,Current employee,Travel_Rarely,19,4,Medical,Male,2,Research Scientist,Divorced,5141,3,No,7,2,5
25,Current employee,Travel_Rarely,8,2,Other,Male,2,Research Scientist,Divorced,19566,8,No,7,2,5
25,Current employee,Travel_Rarely,8,2,Medical,Male,2,Research Scientist,Divorced,20978,3,No,7,2,5
39,Current employee,Travel_Rarely,19,4,Other,Male,2,Research Scientist,Divorced,5141,8,No,7,2,5
39,Current employee,Travel_Rarely,19,4,Medical,Male,2,Research Scientist,Divorced,5141,3,No,7,2,5
39,Current employee,Travel_Rarely,19,4,Other,Male,2,Research Scientist,Divorced,5141,8,No,7,2,5
25,Current employee,Travel_Rarely,8,2,Other,Male,2,Research Scientist,Divorced,5141,8,No,7,2,5
25,Current employee,Travel_Rarely,8,2,Medical,Male,2,Research Scientist,Divorced,5141,3,No,7,2,5
39,Current employee,Travel_Rarely,19,4,Medical,Male,2,Research Scientist,Divorced,5141,3,No,7,2,5
25,Current employee,Travel_Rarely,8,2,Other,Male,2,Research Scientist,Divorced,19566,8,No,7,2,5
25,Current employee,Travel_Rarely,8,2,Medical,Male,2,Research Scientist,Divorced,20978,3,No,7,2,5
39,Current employee,Travel_Rarely,19,4,Other,Male,2,Research Scientist,Divorced,5141,8,No,7,2,5
39,Current employee,Travel_Rarely,19,4,Medical,Male,2,Research Scientist,Divorced,5141,3,No,7,2,5
55,Current employee,Travel_Rarely,2,4,Technical Degree,Male,1,Research Scientist,Married,7975,8,No,19,5,14
55,Current employee,Travel_Rarely,2,4,Life Sciences,Male,1,Research Scientist,Married,7975,2,No,19,5,14
55,Current employee,Travel_Rarely,2,4,Life Sciences,Male,1,Research Scientist,Married,22474,2,No,9,5,4
55,Current employee,Travel_Rarely,2,4,Technical Degree,Male,1,Research Scientist,Married,7975,8,No,19,5,14
55,Current employee,Travel_Rarely,2,4,Life Sciences,Male,1,Research Scientist,Married,7975,2,No,19,5,14
55,Current employee,Travel_Rarely,2,4,Life Sciences,Male,1,Research Scientist,Married,22474,2,No,9,5,4
28,Current employee,Travel_Rarely,3,3,Medical,Female,1,Sales Representative,Married,3692,1,No,1,1,0
26,Current employee,Travel_Rarely,5,3,Other,Female,1,Sales Representative,Married,3692,1,No,1,1,0
28,Current employee,Travel_Rarely,3,3,Life Sciences,Female,1,Sales Representative,Married,3692,8,No,1,1,0
26,Current employee,Travel_Rarely,5,3,Life Sciences,Female,1,Sales Representative,Married,3692,9,No,1,1,0
26,Current employee,Travel_Rarely,5,3,Other,Female,1,Sales Representative,Married,24444,1,No,1,1,0
26,Current employee,Travel_Rarely,5,3,Life Sciences,Female,1,Sales Representative,Married,3692,9,No,1,1,0
28,Current employee,Travel_Rarely,3,3,Medical,Female,1,Sales Representative,Married,3692,1,No,1,1,0
28,Current employee,Travel_Rarely,3,3,Life Sciences,Female,1,Sales Representative,Married,3692,8,No,1,1,0
28,Current employee,Travel_Rarely,3,3,Medical,Female,1,Sales Representative,Married,3692,1,No,1,1,0
26,Current employee,Travel_Rarely,5,3,Other,Female,1,Sales Representative,Married,3692,1,No,1,1,0
28,Current employee,Travel_Rarely,3,3,Life Sciences,Female,1,Sales Representative,Married,3692,8,No,1,1,0
26,Current employee,Travel_Rarely,5,3,Life Sciences,Female,1,Sales Representative,Married,3692,9,No,1,1,0
26,Current employee,Travel_Rarely,5,3,Other,Female,1,Sales Representative,Married,24444,1,No,1,1,0
26,Current employee,Travel_Rarely,5,3,Life Sciences,Female,1,Sales Representative,Married,3692,9,No,1,1,0
28,Current employee,Travel_Rarely,3,3,Medical,Female,1,Sales Representative,Married,3692,1,No,1,1,0
28,Current employee,Travel_Rarely,3,3,Life Sciences,Female,1,Sales Representative,Married,3692,8,No,1,1,0
30,Voluntary Resignation,Travel_Rarely,9,3,Medical,Male,1,Sales Representative,Single,16019,1,No,1,1,0
39,Voluntary Resignation,Travel_Rarely,5,3,Technical Degree,Male,1,Sales Representative,Single,16019,1,No,1,1,0
39,Voluntary Resignation,Travel_Rarely,5,3,Life Sciences,Male,1,Sales Representative,Single,16019,9,No,1,1,0
30,Voluntary Resignation,Travel_Rarely,9,3,Medical,Male,1,Sales Representative,Single,16019,9,No,1,1,0
30,Voluntary Resignation,Travel_Rarely,9,3,Medical,Male,1,Sales Representative,Single,16019,1,No,1,1,0
30,Voluntary Resignation,Travel_Rarely,9,3,Medical,Male,1,Sales Representative,Single,16019,9,No,1,1,0
39,Voluntary Resignation,Travel_Rarely,5,3,Technical Degree,Male,1,Sales Representative,Single,16019,1,No,1,1,0
39,Voluntary Resignation,Travel_Rarely,5,3,Life Sciences,Male,1,Sales Representative,Single,16019,9,No,1,1,0
30,Voluntary Resignation,Travel_Rarely,9,3,Medical,Male,1,Sales Representative,Single,16019,1,No,1,1,0
39,Voluntary Resignation,Travel_Rarely,5,3,Technical Degree,Male,1,Sales Representative,Single,16019,1,No,1,1,0
39,Voluntary Resignation,Travel_Rarely,5,3,Life Sciences,Male,1,Sales Representative,Single,16019,9,No,1,1,0
30,Voluntary Resignation,Travel_Rarely,9,3,Medical,Male,1,Sales Representative,Single,16019,9,No,1,1,0
30,Voluntary Resignation,Travel_Rarely,9,3,Medical,Male,1,Sales Representative,Single,16019,1,No,1,1,0
30,Voluntary Resignation,Travel_Rarely,9,3,Medical,Male,1,Sales Representative,Single,16019,9,No,1,1,0
39,Voluntary Resignation,Travel_Rarely,5,3,Technical Degree,Male,1,Sales Representative,Single,16019,1,No,1,1,0
39,Voluntary Resignation,Travel_Rarely,5,3,Life Sciences,Male,1,Sales Representative,Single,16019,9,No,1,1,0
22,Voluntary Resignation,Travel_Rarely,7,1,Life Sciences,Male,1,Research Scientist,Single,26092,1,Yes,1,1,0
41,Voluntary Resignation,Travel_Rarely,12,3,Technical Degree,Male,1,Research Scientist,Single,26092,1,Yes,1,1,0
22,Voluntary Resignation,Travel_Rarely,7,1,Marketing,Male,1,Research Scientist,Single,26092,3,Yes,1,1,0
41,Voluntary Resignation,Travel_Rarely,12,3,Medical,Male,1,Research Scientist,Single,26092,3,Yes,1,1,0
22,Voluntary Resignation,Travel_Rarely,7,1,Life Sciences,Male,1,Research Scientist,Single,9724,1,Yes,1,1,0
22,Voluntary Resignation,Travel_Rarely,7,1,Marketing,Male,1,Research Scientist,Single,11585,3,Yes,1,1,0
41,Voluntary Resignation,Travel_Rarely,12,3,Technical Degree,Male,1,Research Scientist,Single,26092,1,Yes,1,1,0
41,Voluntary Resignation,Travel_Rarely,12,3,Medical,Male,1,Research Scientist,Single,26092,3,Yes,1,1,0
22,Voluntary Resignation,Travel_Rarely,7,1,Life Sciences,Male,1,Research Scientist,Single,26092,1,Yes,1,1,0
41,Voluntary Resignation,Travel_Rarely,12,3,Technical Degree,Male,1,Research Scientist,Single,26092,1,Yes,1,1,0
22,Voluntary Resignation,Travel_Rarely,7,1,Marketing,Male,1,Research Scientist,Single,26092,3,Yes,1,1,0
41,Voluntary Resignation,Travel_Rarely,12,3,Medical,Male,1,Research Scientist,Single,26092,3,Yes,1,1,0
22,Voluntary Resignation,Travel_Rarely,7,1,Life Sciences,Male,1,Research Scientist,Single,9724,1,Yes,1,1,0
22,Voluntary Resignation,Travel_Rarely,7,1,Marketing,Male,1,Research Scientist,Single,11585,3,Yes,1,1,0
41,Voluntary Resignation,Travel_Rarely,12,3,Technical Degree,Male,1,Research Scientist,Single,26092,1,Yes,1,1,0
41,Voluntary Resignation,Travel_Rarely,12,3,Medical,Male,1,Research Scientist,Single,26092,3,Yes,1,1,0
36,Current employee,Travel_Rarely,10,4,Technical Degree,Female,2,Sales Executive,Married,6060,1,Yes,10,10,0
28,Voluntary Resignation,Travel_Rarely,5,4,Technical Degree,Female,2,Sales Executive,Married,6060,1,Yes,10,10,0
28,Voluntary Resignation,Travel_Rarely,5,4,Life Sciences,Female,2,Sales Executive,Married,6060,5,Yes,10,10,0
36,Current employee,Travel_Rarely,10,4,Medical,Female,2,Sales Executive,Married,6060,6,Yes,10,10,0
28,Voluntary Resignation,Travel_Rarely,5,4,Technical Degree,Female,2,Sales Executive,Married,6060,1,Yes,10,10,0
28,Voluntary Resignation,Travel_Rarely,5,4,Life Sciences,Female,2,Sales Executive,Married,6060,5,Yes,10,10,0
36,Current employee,Travel_Rarely,10,4,Technical Degree,Female,2,Sales Executive,Married,6060,1,Yes,10,10,0
36,Current employee,Travel_Rarely,10,4,Medical,Female,2,Sales Executive,Married,6060,6,Yes,10,10,0
36,Current employee,Travel_Rarely,10,4,Technical Degree,Female,2,Sales Executive,Married,6060,1,Yes,10,10,0
28,Voluntary Resignation,Travel_Rarely,5,4,Technical Degree,Female,2,Sales Executive,Married,6060,1,Yes,10,10,0
28,Voluntary Resignation,Travel_Rarely,5,4,Life Sciences,Female,2,Sales Executive,Married,6060,5,Yes,10,10,0
36,Current employee,Travel_Rarely,10,4,Medical,Female,2,Sales Executive,Married,6060,6,Yes,10,10,0
28,Voluntary Resignation,Travel_Rarely,5,4,Technical Degree,Female,2,Sales Executive,Married,6060,1,Yes,10,10,0
28,Voluntary Resignation,Travel_Rarely,5,4,Life Sciences,Female,2,Sales Executive,Married,6060,5,Yes,10,10,0
36,Current employee,Travel_Rarely,10,4,Technical Degree,Female,2,Sales Executive,Married,6060,1,Yes,10,10,0
36,Current employee,Travel_Rarely,10,4,Medical,Female,2,Sales Executive,Married,6060,6,Yes,10,10,0
31,Current employee,Travel_Rarely,20,3,Life Sciences,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
36,Current employee,Travel_Rarely,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
36,Current employee,Travel_Rarely,8,3,Medical,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
31,Current employee,Travel_Rarely,20,3,Medical,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
31,Current employee,Travel_Rarely,20,3,Life Sciences,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
31,Current employee,Travel_Rarely,20,3,Medical,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
36,Current employee,Travel_Rarely,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
36,Current employee,Travel_Rarely,8,3,Medical,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
31,Current employee,Travel_Rarely,20,3,Life Sciences,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
36,Current employee,Travel_Rarely,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
36,Current employee,Travel_Rarely,8,3,Medical,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
31,Current employee,Travel_Rarely,20,3,Medical,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
31,Current employee,Travel_Rarely,20,3,Life Sciences,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
31,Current employee,Travel_Rarely,20,3,Medical,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
36,Current employee,Travel_Rarely,8,3,Technical Degree,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
36,Current employee,Travel_Rarely,8,3,Medical,Male,2,Laboratory Technician,Divorced,18624,1,No,10,10,0
34,Current employee,Travel_Rarely,4,3,Life Sciences,Male,3,Sales Executive,Married,24444,2,Yes,9,5,4
23,Current employee,Travel_Rarely,2,1,Technical Degree,Male,3,Sales Executive,Married,24444,2,Yes,9,5,4
23,Current employee,Travel_Rarely,2,1,Life Sciences,Male,3,Sales Executive,Married,24444,4,Yes,9,5,4
34,Current employee,Travel_Rarely,4,3,Life Sciences,Male,3,Sales Executive,Married,24444,5,Yes,9,5,4
23,Current employee,Travel_Rarely,2,1,Technical Degree,Male,3,Research Scientist,Married,12828,2,Yes,9,5,4
23,Current employee,Travel_Rarely,2,1,Life Sciences,Male,3,Sales Executive,Divorced,13535,4,Yes,9,5,4
34,Current employee,Travel_Rarely,4,3,Life Sciences,Male,3,Sales Executive,Married,24444,2,Yes,9,5,4
34,Current employee,Travel_Rarely,4,3,Life Sciences,Male,3,Sales Executive,Married,24444,5,Yes,9,5,4
34,Current employee,Travel_Rarely,4,3,Life Sciences,Male,3,Sales Executive,Married,24444,2,Yes,9,5,4
23,Current employee,Travel_Rarely,2,1,Technical Degree,Male,3,Sales Executive,Married,24444,2,Yes,9,5,4
23,Current employee,Travel_Rarely,2,1,Life Sciences,Male,3,Sales Executive,Married,24444,4,Yes,9,5,4
34,Current employee,Travel_Rarely,4,3,Life Sciences,Male,3,Sales Executive,Married,24444,5,Yes,9,5,4
23,Current employee,Travel_Rarely,2,1,Technical Degree,Male,3,Research Scientist,Married,12828,2,Yes,9,5,4
23,Current employee,Travel_Rarely,2,1,Life Sciences,Male,3,Sales Executive,Divorced,13535,4,Yes,9,5,4
34,Current employee,Travel_Rarely,4,3,Life Sciences,Male,3,Sales Executive,Married,24444,2,Yes,9,5,4
34,Current employee,Travel_Rarely,4,3,Life Sciences,Male,3,Sales Executive,Married,24444,5,Yes,9,5,4
29,Current employee,Travel_Rarely,7,3,Life Sciences,Male,1,Laboratory Technician,Single,19384,3,No,11,3,8
54,Current employee,Travel_Rarely,2,4,Technical Degree,Male,1,Laboratory Technician,Single,19384,3,No,11,3,8
54,Current employee,Travel_Rarely,2,4,Life Sciences,Male,1,Laboratory Technician,Single,19384,1,No,11,3,8
29,Current employee,Travel_Rarely,7,3,Marketing,Male,1,Laboratory Technician,Single,19384,1,No,11,3,8
29,Current employee,Travel_Rarely,7,3,Life Sciences,Male,1,Laboratory Technician,Single,19384,3,No,11,3,8
29,Current employee,Travel_Rarely,7,3,Marketing,Male,1,Laboratory Technician,Single,19384,1,No,11,3,8
54,Current employee,Travel_Rarely,2,4,Technical Degree,Male,1,Laboratory Technician,Single,19384,3,No,11,3,8
54,Current employee,Travel_Rarely,2,4,Life Sciences,Male,1,Laboratory Technician,Single,19384,1,No,11,3,8
29,Current employee,Travel_Rarely,7,3,Life Sciences,Male,1,Laboratory Technician,Single,19384,3,No,11,3,8
54,Current employee,Travel_Rarely,2,4,Technical Degree,Male,1,Laboratory Technician,Single,19384,3,No,11,3,8
54,Current employee,Travel_Rarely,2,4,Life Sciences,Male,1,Laboratory Technician,Single,19384,1,No,11,3,8
29,Current employee,Travel_Rarely,7,3,Marketing,Male,1,Laboratory Technician,Single,19384,1,No,11,3,8
29,Current employee,Travel_Rarely,7,3,Life Sciences,Male,1,Laboratory Technician,Single,19384,3,No,11,3,8
29,Current employee,Travel_Rarely,7,3,Marketing,Male,1,Laboratory Technician,Single,19384,1,No,11,3,8
54,Current employee,Travel_Rarely,2,4,Technical Degree,Male,1,Laboratory Technician,Single,19384,3,No,11,3,8
54,Current employee,Travel_Rarely,2,4,Life Sciences,Male,1,Laboratory Technician,Single,19384,1,No,11,3,8
37,Current employee,Travel_Rarely,7,4,Medical,Male,2,Research Scientist,Married,13588,5,Yes,16,5,11
36,Current employee,Travel_Frequently,11,2,Technical Degree,Male,2,Research Scientist,Married,13588,5,Yes,16,5,11
37,Current employee,Travel_Rarely,7,4,Marketing,Male,2,Research Scientist,Married,13588,3,Yes,16,5,11
36,Current employee,Travel_Frequently,11,2,Medical,Male,2,Research Scientist,Married,13588,3,Yes,16,5,11
36,Current employee,Travel_Frequently,11,2,Technical Degree,Male,2,Research Scientist,Married,13588,5,Yes,16,5,11
36,Current employee,Travel_Frequently,11,2,Medical,Male,2,Research Scientist,Married,13588,3,Yes,16,5,11
37,Current employee,Travel_Rarely,7,4,Medical,Male,2,Research Scientist,Married,13588,5,Yes,16,5,11
37,Current employee,Travel_Rarely,7,4,Marketing,Male,2,Research Scientist,Married,13588,3,Yes,16,5,11
37,Current employee,Travel_Rarely,7,4,Medical,Male,2,Research Scientist,Married,13588,5,Yes,16,5,11
36,Current employee,Travel_Frequently,11,2,Technical Degree,Male,2,Research Scientist,Married,13588,5,Yes,16,5,11
37,Current employee,Travel_Rarely,7,4,Marketing,Male,2,Research Scientist,Married,13588,3,Yes,16,5,11
36,Current employee,Travel_Frequently,11,2,Medical,Male,2,Research Scientist,Married,13588,3,Yes,16,5,11
36,Current employee,Travel_Frequently,11,2,Technical Degree,Male,2,Research Scientist,Married,13588,5,Yes,16,5,11
36,Current employee,Travel_Frequently,11,2,Medical,Male,2,Research Scientist,Married,13588,3,Yes,16,5,11
37,Current employee,Travel_Rarely,7,4,Medical,Male,2,Human Resources,Single,4223,0,No,16,5,11
37,Current employee,Travel_Rarely,7,4,Marketing,Male,2,Research Scientist,Married,13588,3,Yes,16,5,11
35,Current employee,Travel_Rarely,16,2,Other,Female,2,Manufacturing Director,Married,25388,0,Yes,4,3,1
22,Current employee,Travel_Rarely,2,1,Technical Degree,Female,2,Manufacturing Director,Married,25388,0,Yes,4,3,1
22,Current employee,Travel_Rarely,2,1,Life Sciences,Female,2,Manufacturing Director,Married,25388,1,Yes,4,3,1
35,Current employee,Travel_Rarely,16,2,Medical,Female,2,Manufacturing Director,Married,25388,1,Yes,4,3,1
22,Current employee,Travel_Rarely,2,1,Technical Degree,Female,2,Manufacturing Director,Married,10036,0,Yes,4,3,1
22,Current employee,Travel_Rarely,2,1,Life Sciences,Female,2,Manufacturing Director,Married,11092,1,Yes,4,3,1
35,Current employee,Travel_Rarely,16,2,Other,Female,2,Manufacturing Director,Married,25388,0,Yes,4,3,1
35,Current employee,Travel_Rarely,16,2,Medical,Female,2,Manufacturing Director,Married,25388,1,Yes,4,3,1
35,Current employee,Travel_Rarely,16,2,Other,Female,2,Manufacturing Director,Married,25388,0,Yes,4,3,1
22,Current employee,Travel_Rarely,2,1,Technical Degree,Female,2,Manufacturing Director,Married,25388,0,Yes,4,3,1
22,Current employee,Travel_Rarely,2,1,Life Sciences,Female,2,Manufacturing Director,Married,25388,1,Yes,4,3,1
35,Current employee,Travel_Rarely,16,2,Medical,Female,2,Manufacturing Director,Married,25388,1,Yes,4,3,1
22,Current employee,Travel_Rarely,2,1,Technical Degree,Female,2,Manufacturing Director,Married,10036,0,Yes,4,3,1
22,Current employee,Travel_Rarely,2,1,Life Sciences,Female,2,Manufacturing Director,Married,11092,1,Yes,4,3,1
35,Current employee,Travel_Rarely,16,2,Other,Female,2,Manufacturing Director,Married,25388,0,Yes,4,3,1
35,Current employee,Travel_Rarely,16,2,Medical,Female,2,Manufacturing Director,Married,25388,1,Yes,4,3,1
45,Current employee,Travel_Rarely,25,2,Life Sciences,Female,2,Manufacturing Director,Married,23888,0,No,10,9,1
38,Current employee,Travel_Rarely,3,5,Technical Degree,Female,2,Manufacturing Director,Married,23888,0,No,10,9,1
38,Current employee,Travel_Rarely,3,5,Life Sciences,Female,2,Manufacturing Director,Married,23888,1,No,10,9,1
45,Current employee,Travel_Rarely,25,2,Technical Degree,Female,2,Manufacturing Director,Married,23888,1,No,10,9,1
38,Current employee,Travel_Rarely,3,5,Technical Degree,Female,2,Manufacturing Director,Married,23888,0,No,10,9,1
38,Current employee,Travel_Rarely,3,5,Life Sciences,Female,2,Manufacturing Director,Married,23888,1,No,10,9,1
45,Current employee,Travel_Rarely,25,2,Life Sciences,Female,2,Manufacturing Director,Married,23888,0,No,10,9,1
45,Current employee,Travel_Rarely,25,2,Technical Degree,Female,2,Manufacturing Director,Married,23888,1,No,10,9,1
45,Current employee,Travel_Rarely,25,2,Life Sciences,Female,2,Manufacturing Director,Married,23888,0,No,10,9,1
38,Current employee,Travel_Rarely,3,5,Technical Degree,Female,2,Manufacturing Director,Married,23888,0,No,10,9,1
38,Current employee,Travel_Rarely,3,5,Life Sciences,Female,2,Manufacturing Director,Married,23888,1,No,10,9,1
45,Current employee,Travel_Rarely,25,2,Technical Degree,Female,2,Manufacturing Director,Married,23888,1,No,10,9,1
38,Current employee,Travel_Rarely,3,5,Technical Degree,Female,2,Manufacturing Director,Married,23888,0,No,10,9,1
38,Current employee,Travel_Rarely,3,5,Life Sciences,Female,2,Manufacturing Director,Married,23888,1,No,10,9,1
45,Current employee,Travel_Rarely,25,2,Life Sciences,Female,2,Manufacturing Director,Married,23888,0,No,10,9,1
45,Current employee,Travel_Rarely,25,2,Technical Degree,Female,2,Manufacturing Director,Married,23888,1,No,10,9,1
36,Current employee,Travel_Frequently,2,1,Human Resources,Male,2,Human Resources,Single,4223,1,No,10,10,0
30,Current employee,Travel_Rarely,5,3,Technical Degree,Male,2,Human Resources,Single,4223,1,No,10,10,0
36,Current employee,Travel_Frequently,2,1,Life Sciences,Male,2,Human Resources,Single,4223,0,No,10,10,0
30,Current employee,Travel_Rarely,5,3,Life Sciences,Male,2,Human Resources,Single,4223,0,No,10,10,0
30,Current employee,Travel_Rarely,5,3,Technical Degree,Male,2,Human Resources,Single,4223,1,No,10,10,0
30,Current employee,Travel_Rarely,5,3,Life Sciences,Male,2,Human Resources,Single,4223,0,No,10,10,0
36,Current employee,Travel_Frequently,2,1,Human Resources,Male,2,Human Resources,Single,4223,1,No,10,10,0
36,Current employee,Travel_Frequently,2,1,Life Sciences,Male,2,Human Resources,Single,4223,0,No,10,10,0
36,Current employee,Travel_Frequently,2,1,Human Resources,Male,2,Human Resources,Single,4223,1,No,10,10,0
30,Current employee,Travel_Rarely,5,3,Technical Degree,Male,2,Human Resources,Single,4223,1,No,10,10,0
36,Current employee,Travel_Frequently,2,1,Life Sciences,Male,2,Human Resources,Single,4223,0,No,10,10,0
30,Current employee,Travel_Rarely,5,3,Life Sciences,Male,2,Human Resources,Single,4223,0,No,10,10,0
30,Current employee,Travel_Rarely,5,3,Technical Degree,Male,2,Human Resources,Single,4223,1,No,10,10,0
30,Current employee,Travel_Rarely,5,3,Life Sciences,Male,2,Human Resources,Single,4223,0,No,10,10,0
36,Current employee,Travel_Frequently,2,1,Human Resources,Male,2,Human Resources,Single,4223,1,No,10,10,0
36,Current employee,Travel_Frequently,2,1,Life Sciences,Male,2,Human Resources,Single,4223,0,No,10,10,0
40,Current employee,Travel_Rarely,1,4,Life Sciences,Male,4,Manager,Divorced,18991,2,No,22,19,3
40,Current employee,Travel_Rarely,1,4,Life Sciences,Male,4,Manager,Divorced,18991,1,No,22,19,3
40,Current employee,Travel_Rarely,1,4,Life Sciences,Male,4,Manager,Divorced,18991,2,No,22,19,3
40,Current employee,Travel_Rarely,1,4,Life Sciences,Male,4,Manager,Divorced,18991,1,No,22,19,3
